timestamp,x,y,state,time_stamp
23:38:03.824819,761.03,640.1,Move,0.6945579051971436
23:38:03.825173,756.7,639.14,Move,0.6949582099914551
23:38:03.833230,751.4,635.96,Move,0.7030129432678223
23:38:03.841436,743.34,631.61,Move,0.711219072341919
23:38:03.849341,735.89,626.65,Move,0.7191240787506104
23:38:03.856832,727.46,620.81,Move,0.7266161441802979
23:38:03.864623,709.43,608.19,Move,0.7344059944152832
23:38:03.873676,688.93,594.22,Move,0.7434592247009277
23:38:03.880559,666.6,575.95,Move,0.7503418922424316
23:38:03.889411,646.04,557.35,Move,0.7591948509216309
23:38:03.896691,624.73,538.06,Move,0.7664761543273926
23:38:03.905523,606.17,517.55,Move,0.7753071784973145
23:38:03.918963,589.4,496.83,Move,0.788748025894165
23:38:03.920873,584.86,487.76,Move,0.7906560897827148
23:38:03.948276,574.04,468.82,Move,0.8180620670318604
23:38:03.948317,567.57,453.71,Move,0.8181078433990479
23:38:03.948338,562.66,436.55,Move,0.8181290626525879
23:38:03.959354,560.3,420.77,Move,0.8291342258453369
23:38:03.960560,559.48,403.61,Move,0.8303461074829102
23:38:03.975388,559.48,378.08,Move,0.8451640605926514
23:38:03.977927,561.11,360.92,Move,0.8477120399475098
23:38:03.991510,568.09,344.63,Move,0.8612899780273438
23:38:03.992450,579.25,324.17,Move,0.8622360229492188
23:38:04.000650,590.98,305.23,Move,0.8704361915588379
23:38:04.009050,606.76,283.53,Move,0.878835916519165
23:38:04.017108,623.54,262.81,Move,0.886894941329956
23:38:04.025724,643.83,242.51,Move,0.8955070972442627
23:38:04.032665,663.57,223.76,Move,0.9024519920349121
23:38:04.041651,674.24,216.65,Move,0.9114370346069336
23:38:04.048704,693.77,202.7,Move,0.9184908866882324
23:38:04.058497,712.7,191.88,Move,0.9282791614532471
23:38:04.065058,729.05,184.53,Move,0.9348349571228027
23:38:04.073467,744.04,179.0,Move,0.9432520866394043
23:38:04.081117,758.49,176.72,Move,0.9509031772613525
23:38:04.089815,771.54,176.72,Move,0.9595999717712402
23:38:04.097541,783.52,176.72,Move,0.9673271179199219
23:38:04.105793,793.25,178.67,Move,0.9755778312683105
23:38:04.113151,802.41,186.42,Move,0.9829370975494385
23:38:04.121929,810.72,195.43,Move,0.9917130470275879
23:38:04.129382,825.1,216.51,Move,0.9991681575775146
23:38:04.138369,831.67,233.77,Move,1.0081520080566406
23:38:04.145898,837.99,254.51,Move,1.0156810283660889
23:38:04.154308,842.74,279.25,Move,1.0240919589996338
23:38:04.162051,844.77,307.67,Move,1.0318360328674316
23:38:04.170367,845.84,339.67,Move,1.0401501655578613
23:38:04.178206,845.84,373.78,Move,1.047990083694458
23:38:04.186648,844.8,404.96,Move,1.0564320087432861
23:38:04.193903,839.3,439.06,Move,1.063688039779663
23:38:04.202380,834.9,452.25,Move,1.0721631050109863
23:38:04.210909,825.77,479.65,Move,1.0806920528411865
23:38:04.218522,808.78,519.71,Move,1.088305950164795
23:38:04.226887,795.75,539.24,Move,1.0966689586639404
23:38:04.234703,787.64,546.68,Move,1.1044859886169434
23:38:04.242803,772.79,560.66,Move,1.1125850677490234
23:38:04.249801,744.18,579.36,Move,1.1195859909057617
23:38:04.262289,733.36,582.07,Move,1.1320750713348389
23:38:04.265932,700.36,590.87,Move,1.1357178688049316
23:38:04.278996,675.44,591.83,Move,1.148780107498169
23:38:04.282221,652.19,591.83,Move,1.152008056640625
23:38:04.290242,627.28,591.83,Move,1.1600241661071777
23:38:04.297742,602.36,587.03,Move,1.1675291061401367
23:38:04.308633,591.09,582.1,Move,1.1784148216247559
23:38:04.314056,571.25,572.18,Move,1.1838421821594238
23:38:04.324082,540.78,551.87,Move,1.1938629150390625
23:38:04.329901,524.55,536.54,Move,1.1996879577636719
23:38:04.342659,511.0,518.48,Move,1.2124218940734863
23:38:04.346609,500.18,499.55,Move,1.2163939476013184
23:38:04.357845,490.88,478.16,Move,1.2276239395141602
23:38:04.362279,488.18,467.33,Move,1.232064962387085
23:38:04.374945,482.94,447.24,Move,1.2447218894958496
23:38:04.378528,479.44,427.15,Move,1.2483131885528564
23:38:04.391486,477.69,407.06,Move,1.261261224746704
23:38:04.394497,477.69,399.36,Move,1.2642791271209717
23:38:04.402357,477.69,386.17,Move,1.272143840789795
23:38:04.411055,477.69,381.85,Move,1.2808399200439453
23:38:04.418594,477.69,373.16,Move,1.2883789539337158
23:38:04.427347,477.69,368.12,Move,1.297133207321167
23:38:04.621139,477.69,367.41,Move,1.4909169673919678
23:38:04.628116,473.55,360.31,Move,1.4979000091552734
23:38:04.636567,468.39,351.92,Move,1.5063519477844238
23:38:04.644863,462.55,343.49,Move,1.5146450996398926
23:38:04.652051,454.49,332.5,Move,1.5218350887298584
23:38:04.660551,445.15,320.04,Move,1.5303339958190918
23:38:04.667735,437.54,307.11,Move,1.5375208854675293
23:38:04.676017,421.3,282.75,Move,1.5458009243011475
23:38:04.684078,406.08,258.39,Move,1.5538630485534668
23:38:04.692799,399.88,248.06,Move,1.5625841617584229
23:38:04.700483,388.16,229.13,Move,1.570267915725708
23:38:04.708602,384.01,222.02,Move,1.5783860683441162
23:38:04.716410,375.02,207.31,Move,1.586195945739746
23:38:04.724563,369.39,196.74,Move,1.5943481922149658
23:38:04.732776,368.2,194.36,Move,1.602560043334961
23:38:04.740679,364.81,188.15,Move,1.610464096069336
23:38:04.748566,363.0,184.98,Move,1.6183509826660156
23:38:04.756958,362.26,183.14,Move,1.6267421245574951
23:38:04.764489,361.63,182.2,Move,1.6342730522155762
23:38:05.033110,361.63,182.2,Pressed,1.9028940200805664
23:38:05.142825,361.63,182.43,Drag,2.0126090049743652
23:38:05.151183,362.74,183.9,Drag,2.020970106124878
23:38:05.159146,364.22,185.38,Drag,2.0289320945739746
23:38:05.166932,366.77,187.08,Drag,2.0367188453674316
23:38:05.175093,369.32,188.78,Drag,2.044840097427368
23:38:05.182959,371.86,190.48,Drag,2.052746057510376
23:38:05.191321,377.17,193.66,Drag,2.061108112335205
23:38:05.199578,383.69,198.4,Drag,2.0693650245666504
23:38:05.207618,392.77,202.94,Drag,2.0773990154266357
23:38:05.214943,401.85,207.48,Drag,2.0847299098968506
23:38:05.227220,420.15,216.2,Drag,2.096998929977417
23:38:05.231351,434.35,223.3,Drag,2.1011369228363037
23:38:05.239710,450.62,229.81,Drag,2.1094970703125
23:38:05.247122,468.97,238.54,Drag,2.116908073425293
23:38:05.262359,489.71,246.66,Drag,2.1321449279785156
23:38:05.263630,499.86,251.39,Drag,2.1334121227264404
23:38:05.278230,531.76,264.6,Drag,2.148010015487671
23:38:05.280324,553.15,274.83,Drag,2.1501059532165527
23:38:05.293086,562.23,278.72,Drag,2.162872076034546
23:38:05.296129,582.07,288.64,Drag,2.16591215133667
23:38:05.310012,599.82,296.24,Drag,2.1797587871551514
23:38:05.312108,618.16,304.98,Drag,2.1818950176239014
23:38:05.325970,633.69,313.15,Drag,2.1957550048828125
23:38:05.328659,649.21,321.32,Drag,2.198438882827759
23:38:05.342251,663.41,329.21,Drag,2.212038040161133
23:38:05.344954,677.61,337.1,Drag,2.2146928310394287
23:38:05.351831,689.34,344.43,Drag,2.2216179370880127
23:38:05.360360,701.06,351.75,Drag,2.2301461696624756
23:38:05.368193,706.42,354.97,Drag,2.237978935241699
23:38:05.376338,715.89,360.38,Drag,2.2461230754852295
23:38:05.384098,731.42,369.37,Drag,2.2538790702819824
23:38:05.393321,735.74,371.29,Drag,2.263108253479004
23:38:05.400071,744.82,375.83,Drag,2.2698581218719482
23:38:05.409302,752.89,379.55,Drag,2.2790889739990234
23:38:05.416576,759.99,383.7,Drag,2.2863540649414062
23:38:05.427414,767.1,387.26,Drag,2.2971999645233154
23:38:05.432344,774.19,391.39,Drag,2.3021278381347656
23:38:05.443252,785.47,397.03,Drag,2.313037157058716
23:38:05.448103,788.63,399.29,Drag,2.317890167236328
23:38:05.457946,794.84,402.68,Drag,2.3277268409729004
23:38:05.464059,800.21,405.9,Drag,2.333846092224121
23:38:05.474979,805.57,409.11,Drag,2.3447649478912354
23:38:05.480253,810.15,412.17,Drag,2.3500401973724365
23:38:05.493368,811.63,413.27,Drag,2.3631529808044434
23:38:05.496272,814.79,415.54,Drag,2.366058111190796
23:38:05.509644,817.34,417.24,Drag,2.3794288635253906
23:38:05.512553,819.33,418.82,Drag,2.3823330402374268
23:38:05.530662,820.69,419.51,Drag,2.4004480838775635
23:38:05.530711,821.72,420.53,Drag,2.400501012802124
23:38:05.540660,822.29,420.82,Drag,2.4104461669921875
23:38:05.544918,822.58,421.39,Drag,2.4146950244903564
23:38:05.558717,822.86,421.96,Drag,2.4284989833831787
23:38:05.560971,822.86,422.53,Drag,2.430755138397217
23:38:05.568823,822.86,422.79,Drag,2.4386088848114014
23:38:05.583331,822.86,422.79,Released,2.453118085861206
23:38:05.584671,822.86,423.31,Move,2.4544589519500732
23:38:05.881315,823.32,423.31,Move,2.751101016998291
23:38:05.892749,825.17,423.31,Move,2.7625339031219482
23:38:05.896993,827.55,423.31,Move,2.7667789459228516
23:38:05.905281,830.53,423.31,Move,2.77506685256958
23:38:05.913505,832.91,423.31,Move,2.783289909362793
23:38:05.921175,835.29,423.31,Move,2.7909598350524902
23:38:05.929490,838.26,423.31,Move,2.7992751598358154
23:38:05.936910,846.95,422.69,Move,2.806694984436035
23:38:05.945394,852.31,420.01,Move,2.8151791095733643
23:38:05.953326,858.83,415.87,Move,2.823111057281494
23:38:05.961802,861.55,413.15,Move,2.831587076187134
23:38:05.969918,866.63,408.07,Move,2.839700937271118
23:38:05.977900,871.14,402.99,Move,2.847684860229492
23:38:05.986024,874.9,398.16,Move,2.855808973312378
23:38:05.994152,878.11,392.8,Move,2.8639371395111084
23:38:06.002029,880.04,388.47,Move,2.871814012527466
23:38:06.009522,882.07,383.39,Move,2.879307985305786
23:38:06.017979,883.09,378.3,Move,2.887763023376465
23:38:06.233667,883.09,378.3,Pressed,3.103455066680908
23:38:06.240483,883.09,378.3,Released,3.1102700233459473
23:38:06.699845,883.09,378.3,Scroll,3.5696299076080322
23:38:06.703125,883.09,378.3,Scroll,3.572909116744995
23:38:06.710340,883.09,378.3,Scroll,3.5801239013671875
23:38:06.718389,883.09,378.3,Scroll,3.5881600379943848
23:38:06.726866,883.09,378.3,Scroll,3.596652030944824
23:38:06.734565,883.09,378.3,Scroll,3.6043500900268555
23:38:06.742473,883.09,378.3,Scroll,3.612258195877075
23:38:06.749515,883.09,378.3,Scroll,3.619300127029419
23:38:06.757830,883.09,378.3,Scroll,3.627614974975586
23:38:06.766651,883.09,378.3,Scroll,3.636428117752075
23:38:06.775780,883.09,378.3,Scroll,3.645565986633301
23:38:06.800102,883.09,378.3,Scroll,3.6698861122131348
23:38:06.800189,883.09,378.3,Scroll,3.6699788570404053
23:38:06.823806,883.09,378.3,Scroll,3.6935911178588867
23:38:06.832015,883.09,378.3,Scroll,3.701798915863037
23:38:06.850873,883.09,378.3,Scroll,3.720654249191284
23:38:06.867790,883.09,378.3,Scroll,3.7375690937042236
23:38:06.884552,883.09,378.3,Scroll,3.7543320655822754
23:38:06.900665,883.09,378.3,Scroll,3.7704429626464844
23:38:06.917205,883.09,378.3,Scroll,3.786987066268921
23:38:06.934417,883.09,378.3,Scroll,3.8041961193084717
23:38:06.949062,883.09,378.3,Scroll,3.8188438415527344
23:38:06.967792,883.09,378.3,Scroll,3.837571144104004
23:38:06.984435,883.09,378.3,Scroll,3.854212999343872
23:38:07.001132,883.09,378.3,Scroll,3.870911121368408
23:38:07.017779,883.09,378.3,Scroll,3.887558937072754
23:38:07.034192,883.09,378.3,Scroll,3.9039711952209473
23:38:07.050842,883.09,378.3,Scroll,3.920621156692505
23:38:07.067902,883.09,378.3,Scroll,3.937680959701538
23:38:07.079699,883.09,378.3,Scroll,3.9494810104370117
23:38:07.113310,883.09,378.3,Scroll,3.983093023300171
23:38:07.121980,883.09,378.3,Scroll,3.9917619228363037
23:38:07.128127,883.09,378.3,Scroll,3.997910976409912
23:38:07.135897,883.09,378.3,Scroll,4.005681991577148
23:38:07.143998,883.09,378.3,Scroll,4.013782978057861
23:38:07.156934,883.09,378.3,Scroll,4.02672004699707
23:38:07.162920,883.09,378.3,Scroll,4.032672166824341
23:38:07.171309,883.09,378.3,Scroll,4.041093826293945
23:38:07.176792,883.09,378.3,Scroll,4.046576976776123
23:38:07.187290,883.09,378.3,Scroll,4.0570759773254395
23:38:07.192696,883.09,378.3,Scroll,4.062480926513672
23:38:07.216606,883.09,378.3,Scroll,4.086390018463135
23:38:07.216667,883.09,378.3,Scroll,4.086457252502441
23:38:07.233917,883.09,378.3,Scroll,4.103695869445801
23:38:07.250919,883.09,378.3,Scroll,4.120697975158691
23:38:07.277805,883.09,378.3,Scroll,4.147589921951294
23:38:07.282784,883.09,378.3,Scroll,4.152569055557251
23:38:07.301797,883.09,378.3,Scroll,4.171576023101807
23:38:07.316477,883.09,378.3,Scroll,4.186259031295776
23:38:07.333305,883.09,378.3,Scroll,4.203088998794556
23:38:07.349950,883.09,378.3,Scroll,4.219736099243164
23:38:07.366498,883.09,378.3,Scroll,4.236284017562866
23:38:07.383168,883.09,378.3,Scroll,4.252954959869385
23:38:07.399648,883.09,378.3,Scroll,4.269433975219727
23:38:07.416317,883.09,378.3,Scroll,4.286103010177612
23:38:07.432958,883.09,378.3,Scroll,4.302744150161743
23:38:07.449693,883.09,378.3,Scroll,4.319478988647461
23:38:07.466344,883.09,378.3,Scroll,4.336130142211914
23:38:07.482879,883.09,378.3,Scroll,4.352665185928345
23:38:07.499054,883.09,378.3,Scroll,4.368839979171753
23:38:07.516445,883.09,378.3,Scroll,4.386231184005737
23:38:07.519804,883.09,378.3,Scroll,4.389589071273804
23:38:07.568736,882.63,378.3,Move,4.438521862030029
23:38:07.577799,879.65,378.3,Move,4.447585105895996
23:38:07.583848,875.33,378.3,Move,4.453633069992065
23:38:07.594767,871.0,377.82,Move,4.464554071426392
23:38:07.599693,860.18,375.12,Move,4.469479084014893
23:38:07.608199,843.02,370.21,Move,4.477985143661499
23:38:07.615940,822.28,363.9,Move,4.4857261180877686
23:38:07.623951,776.52,348.65,Move,4.493736982345581
23:38:07.632032,741.54,336.24,Move,4.501817226409912
23:38:07.640052,702.42,323.2,Move,4.509838104248047
23:38:07.648055,681.68,315.98,Move,4.517842054367065
23:38:07.656330,644.66,304.41,Move,4.52611517906189
23:38:07.664197,609.67,295.38,Move,4.533983945846558
23:38:07.672934,595.22,292.34,Move,4.542710065841675
23:38:07.680255,570.3,287.55,Move,4.550041913986206
23:38:07.688475,548.66,284.84,Move,4.558261156082153
23:38:07.697140,541.02,284.84,Move,4.5669262409210205
23:38:07.705580,526.56,284.84,Move,4.575364112854004
23:38:07.953293,527.26,285.55,Move,4.823078870773315
23:38:07.961106,529.25,287.13,Move,4.830893039703369
23:38:07.969433,531.37,289.68,Move,4.83922004699707
23:38:07.977965,535.66,293.97,Move,4.8477489948272705
23:38:07.985738,540.18,299.05,Move,4.855524063110352
23:38:07.993566,545.76,305.88,Move,4.863352060317993
23:38:08.001495,552.53,314.67,Move,4.871280908584595
23:38:08.009748,558.36,323.1,Move,4.879533052444458
23:38:08.017891,560.91,327.68,Move,4.887676954269409
23:38:08.025567,565.87,335.12,Move,4.8953537940979
23:38:08.033643,570.21,343.19,Move,4.903429985046387
23:38:08.041768,573.17,350.3,Move,4.911555051803589
23:38:08.049867,573.97,352.68,Move,4.919652223587036
23:38:08.057788,576.45,361.36,Move,4.92757511138916
23:38:08.334134,576.45,361.36,Pressed,5.203913927078247
23:38:08.429476,576.45,361.13,Drag,5.299259901046753
23:38:08.436779,576.45,360.19,Drag,5.306564807891846
23:38:08.444815,576.45,358.83,Drag,5.314600944519043
23:38:08.452897,576.45,356.98,Drag,5.322681903839111
23:38:08.460702,576.45,354.6,Drag,5.330464124679565
23:38:08.468851,576.45,352.22,Drag,5.338638067245483
23:38:08.477044,576.45,348.6,Drag,5.34682297706604
23:38:08.490744,576.03,345.62,Drag,5.360519886016846
23:38:08.493340,576.03,342.0,Drag,5.3631250858306885
23:38:08.501038,575.52,336.92,Drag,5.370824098587036
23:38:08.509085,574.33,329.21,Drag,5.3788721561431885
23:38:08.517776,573.18,321.7,Drag,5.387562990188599
23:38:08.526103,572.58,314.0,Drag,5.395889043807983
23:38:08.537893,571.34,305.31,Drag,5.40767502784729
23:38:08.541473,570.69,295.59,Drag,5.411255121231079
23:38:08.549487,570.05,285.86,Drag,5.4192728996276855
23:38:08.557498,568.69,275.04,Drag,5.4272849559783936
23:38:08.571897,568.18,269.95,Drag,5.441677093505859
23:38:08.573803,567.54,260.23,Drag,5.443583965301514
23:38:08.585243,566.89,250.5,Drag,5.455024003982544
23:38:08.589979,565.74,243.03,Drag,5.4597649574279785
23:38:08.603436,565.74,236.26,Drag,5.4732139110565186
23:38:08.605761,565.18,229.5,Drag,5.475545883178711
23:38:08.613859,565.18,223.6,Drag,5.483623027801514
23:38:08.622947,564.25,219.43,Drag,5.492733001708984
23:38:08.629609,564.25,217.05,Drag,5.499395132064819
23:38:08.638076,564.25,210.29,Drag,5.5078630447387695
23:38:08.645966,564.25,206.67,Drag,5.515752077102661
23:38:08.654614,564.25,203.75,Drag,5.524399995803833
23:38:08.661553,564.25,200.13,Drag,5.5313401222229
23:38:08.670185,564.25,197.19,Drag,5.5399720668792725
23:38:08.678355,564.25,193.57,Drag,5.548141002655029
23:38:08.687326,564.25,191.72,Drag,5.55710506439209
23:38:08.694179,564.25,188.75,Drag,5.563963890075684
23:38:08.702520,564.25,185.78,Drag,5.572304964065552
23:38:08.710033,564.65,183.39,Drag,5.579820156097412
23:38:08.718310,565.01,181.55,Drag,5.5880961418151855
23:38:08.726421,565.36,180.18,Drag,5.596207857131958
23:38:08.738299,565.7,178.82,Drag,5.608078241348267
23:38:08.742496,565.98,178.25,Drag,5.612281084060669
23:38:08.751179,566.27,177.68,Drag,5.620965003967285
23:38:08.758637,566.27,177.42,Drag,5.6284239292144775
23:38:08.766813,566.27,177.16,Drag,5.636599063873291
23:38:08.774727,566.53,177.16,Drag,5.644513130187988
23:38:08.790924,566.77,177.16,Drag,5.660708904266357
23:38:08.807117,566.77,177.16,Released,5.6769020557403564
23:38:09.016541,566.77,178.34,Move,5.886322975158691
23:38:09.022587,566.77,184.24,Move,5.892372131347656
23:38:09.031372,566.77,190.9,Move,5.901156187057495
23:38:09.038582,567.9,197.67,Move,5.90836501121521
23:38:09.046471,569.59,204.44,Move,5.916255950927734
23:38:09.054740,572.07,213.13,Move,5.9245240688323975
23:38:09.062429,576.02,228.91,Move,5.932214021682739
23:38:09.070713,579.12,237.59,Move,5.940492153167725
23:38:09.078841,584.02,254.75,Move,5.948624849319458
23:38:09.087029,589.94,272.5,Move,5.956812143325806
23:38:09.095335,595.6,288.67,Move,5.965119123458862
23:38:09.103694,597.21,294.57,Move,5.97347617149353
23:38:09.111770,601.6,307.03,Move,5.98155403137207
23:38:09.305372,601.6,307.03,Pressed,6.175151824951172
23:38:09.311011,601.6,307.03,Released,6.180794954299927
23:38:09.562286,601.6,307.49,Move,6.432068109512329
23:38:09.569018,601.6,315.19,Move,6.438802003860474
23:38:09.578190,600.33,324.77,Move,6.447973012924194
23:38:09.585319,598.97,335.59,Move,6.455102920532227
23:38:09.593673,598.3,346.42,Move,6.463457107543945
23:38:09.601641,596.83,359.6,Move,6.4714250564575195
23:38:09.608807,596.1,372.79,Move,6.478592157363892
23:38:09.617450,595.37,385.95,Move,6.487234115600586
23:38:09.625560,593.28,416.21,Move,6.495342969894409
23:38:09.634114,592.23,447.68,Move,6.503896236419678
23:38:09.641856,591.13,481.78,Move,6.5116400718688965
23:38:09.650561,590.06,513.93,Move,6.5203399658203125
23:38:09.657939,588.96,548.04,Move,6.527720928192139
23:38:09.666104,588.96,580.19,Move,6.535887241363525
23:38:09.673300,588.96,592.16,Move,6.543075084686279
23:38:09.694550,588.96,617.08,Move,6.564335823059082
23:38:09.694601,588.96,638.72,Move,6.5643908977508545
23:38:09.697160,588.96,646.42,Move,6.566942930221558
23:38:09.707664,588.2,660.87,Move,6.5774312019348145
23:38:09.712850,587.5,672.85,Move,6.582636117935181
23:38:09.720923,587.07,675.82,Move,6.590710163116455
23:38:09.729268,585.89,683.53,Move,6.5990540981292725
23:38:09.938726,585.89,683.53,Pressed,6.808511972427368
23:38:09.944600,585.89,683.53,Released,6.814387083053589
